reviewer,description,rating,review_date
Nicholas Kwan,Great buying experience from the good folks at Concord Honda. I definitely recommend their dealership to anyone in the market for a new vehicle!,5.0,2 years ago
BL C,Rich got me in and out for an oil change in just over an hour knowing I had to be somewhere later that afternoon. Great service.,5.0,2 years ago
Nimue,,4.0,2 years ago
Jimmy Fernandez,No one seems to answer the phone over there.  I’ve tried for two days in a row.,1.0,2 years ago
Maria Alegria,,5.0,2 years ago
Clay Welch,,5.0,2 years ago
Enrique Silva,,5.0,2 years ago
Jay Z,,5.0,2 years ago
Hesamodin Parsi,,2.0,2 years ago
Mandeep Sandhu,Prompt and professional service. I've always had a great exp with these guys.,4.0,2 years ago
Lisa Davey,Great place to buy a vehicle,5.0,2 years ago
"nan chen,","Terrible service, oversell of the unnecessary services, my Honda CR-V engine light is on, I had to go there 3 times within 3 weeks, each time they came up with a different story related to emission , apparently they could not find out what …",1.0,2 years ago
Kimberley DeFay,,5.0,2 years ago
Jeff Reyes,,5.0,2 years ago
CORRINE GEIGER,love their cars ❤,5.0,2 years ago
Paquito Lu,"The Service Department was Excellent !!! All the Staff were very Friendly & very Helpful & Take Good Care of their Customer , you can feel right away that customer satisfaction is the first priority for them , specially this Guy name Wasif …",5.0,2 years ago
Tm Pngn,,3.0,2 years ago
CRV Owner,"I arranged to have a hitch installed on my new 2018 CRV.  I was met by Rich Johnson for my 11am appt.  Tom Daw, my original service advisor wasn't around so Rich stepped in.  I pointed out that my trunk door had a wider gap on the right …",1.0,2 years ago
Madeline Frisius,I live 40 minutes away from this Honda and I have another location around the corner from me. The amazing care and detail to my needs is worth the drive. I can always get in even last minute for a service apontment and I am never waiting …,5.0,2 years ago
David Walters,,5.0,2 years ago
T McG,"I really don't like writing these things, but I will say that my last two visits here were an absolute delight. Cannot speak for the sales portion, but if you need services, maintainaince, or repairs of any kind, this is the place to go! Everyone is just so friendly, knowledgable and so willing to help.",5.0,2 years ago
Shaojie Bai,,5.0,2 years ago
Harry Hugel,Chris and Concord Honda provided fantastic service on my initial servicing appointment. Chris made it easy and ensured all the points of the first service were covered. I’ll be returning for my future services.,5.0,2 years ago
Colette Bradley,,5.0,2 years ago
Kimally Samuels,I love Concord Honda. They have THE BEST customer service!! K.Samuels,5.0,2 years ago
Jay Suttle,,5.0,2 years ago
Somashish Roy,Excellent Customer Service at Concord Honda !!,5.0,2 years ago
Brian Фравел,Employees were friendly and gave me information about my vehicle. Were communicative and it made for an overall great experience. Definitely coming back to service my car here again!,5.0,2 years ago
Orlando Baclig,,5.0,2 years ago
Angelo Medina,"Good diverse  group of people at Concord Honda , friendly and professional.",5.0,2 years ago
Maggie Letner,CONSISTENTLY PROVIDES EXCELLENT SERVICE.,5.0,2 years ago
Steve Padgett,typical car sales,3.0,2 years ago
katherine bernardo,,2.0,2 years ago
Smart Business,"Concord Honda is,the very best car dealership I've ever been to!  I bought my new 2018 Honda Odessy Touring!From  VINCEand he  IS THE BEST! AND THE FINANCE DEPT IS AWESOME! I reccomend this dealership to everyone who is,looking for top quality service .",5.0,2 years ago
Emmanuel Alvarez,,5.0,2 years ago
Yolanda Tapia,,5.0,2 years ago
Shaira Cruz,,4.0,2 years ago
Joy Randel,We purchased our Honda Pilot from this dealer and have come back for some add on such as adding roof rails and trailer hitch.  Everyone here is polite and very customer service oriented.  This is one of the better Honda dealers around.  They take the time to listen to their customers.,5.0,2 years ago
Lexi Bejarano,I had my mind set on a  exactly what I wanted walking into this place. With the help of Romel Nunez and Chris Zacharakis they were able to make that happen for me exceptionally! Chris really knew his stuff when it came to the car I wanted …,5.0,2 years ago
Machelle C,Ali and Wasif are excellent and truly have the customer in mind! Excellent service and made purchasing a new car easy!,5.0,2 years ago
Henry Lo,"Best car purchasing experience i’ve ever had. No haggling, no excessive pressure to purchase add ons. Just perfect.",5.0,2 years ago
Rieana Makishi,"Great Service and very helpful. I was able to go home with a brand new car. It took little to no time as they know I needed to be at work in a couple of hours. Cristina Sanchez was extremely helpful. She helped me with everything, from …",5.0,2 years ago
Sean Tolbert,"Set up a routine oil change, dropped it off, went to work, picked it up. No issues whatsoever. Concord Honda has been a wonderful place, and all of their employees that I have encountered seem to genuinely care about your issues/needs.",5.0,2 years ago
Angela Perez,,5.0,2 years ago
Jorge Garcia,,5.0,2 years ago
Andrey Yankin,"The car buying process is not an easy situation. I spent time test driving, researching, eventually narrowing down to few nearby Dealerships. The right salesperson can make the process of buying the car can less painful. …",5.0,2 years ago
David Garbarskiy,"Couldn't be happier with price or service! Go see Ali, he'll take care of you with no stress. Will buy all my cars from him and this dealership",5.0,2 years ago
Anurag Misra,,5.0,2 years ago
Megan Roehrs,,5.0,2 years ago
Richard Burg,Recently had a service done on my 2015 Honda Civic and they were very quick and very helpful. Keno provided great service. I would recommend this dealer  for purchases and service.,5.0,2 years ago
Elizabeth Maier,,5.0,2 years ago
Deatrice Davis,"Concord Honda has the BEST Team in the business! They are professional, personable, work expeditiously to get your car serviced.",5.0,2 years ago
Jacqueline Ghiggeri,Eddie Yeomans was easy to work with.We would recommend to our friends.  We are very satisfied with our new car.,5.0,2 years ago
Chris Kanemori,They met my offer on a 2018 Accord hat no other dealerships could even come close to matching. and even threw in all weather floor mats and wheel locks. Very satisfied with the experience.,5.0,2 years ago
Guadalupe Gil Munoz,,5.0,2 years ago
Steve Arnett,,1.0,2 years ago
Katy Perry,,5.0,2 years ago
Chuao Wang,,5.0,2 years ago
Trevor Ward,What an absolute train wreck this was!,1.0,2 years ago
Marlon Cardenas,,3.0,2 years ago
Edward Huff,The 2014 Nissan Versa was a good buy for our family.  Good on gas and very comfortable. Also thanks for a good deal on the purchase.,5.0,2 years ago
Wilhelmina Sigu,,5.0,2 years ago
Jessica Le,,5.0,2 years ago
大欢,,5.0,2 years ago
Lytha Gamarra,Kenji DUpis went beyond with the service I’ve expected . Thanks for letting me what the services were and for letting me know about the cost of everything . Great customer service .,5.0,2 years ago
Bernadette Homen,,5.0,2 years ago
Justin Wembes,,5.0,2 years ago
Deborah Davis,THE SALESMAN I WORKED WITH WAS VERY PROFESSIONAL AND ATTENTIVE.,4.0,2 years ago
Ruth Hurley,,5.0,2 years ago
Karren Alviz,Great price! I was able to negotiate and Manny from finance gave me a good rate. Chris Z was helpful for all our questions he even  let us test drive the new CRV on our own without him in the car. Buying a car usually not easy and takes …,5.0,2 years ago
Vanessa Castillo,,5.0,2 years ago
Bojan Milosevic,,5.0,2 years ago
RJ Forgham,,5.0,2 years ago
John Graham,,5.0,2 years ago
Yazmin Laredo,Good service!,5.0,2 years ago
Bala B,,5.0,2 years ago
Eugene Ong,,5.0,2 years ago
ramon edano,The service was exelent. They very cooperative and friendly.,5.0,2 years ago
Chris,This review is for Michelle. Thank you for everything you've shown us and what an awesome knowledge of Concord Honda. She  provided us what we need and gave us what we wanted to hear and see.,5.0,2 years ago
Heidi Mitts Davis,,5.0,2 years ago
Reh-Lin Chen,"Concord Honda is impressive with a great customer services and team work.  Ali Maloky, an Internet Sales Consultant, was very flexible to allow us to test 2nd model after we disliked the 1st predesignated, preferred model.   Eventually, he …",5.0,2 years ago
David Williams,,5.0,2 years ago
C Magee,Chris Garcia at Concord Honda couldn't have done more to make me feel welcome and a valued customer. He turned around my not so pleasant experience from a previous visit and I feel optimistic about bringing my car in to Concord Honda for my …,5.0,2 years ago
Beverly Ibarra,,5.0,2 years ago
Ephraim Azubuike,Excellent service. They serviced my car on time. Their driver dropped me at home and picked me up when my car was ready. Great price compared with other places. Highly recommend this place for Honda car services.,5.0,2 years ago
Stephanie Aiken,,5.0,2 years ago
Ruben Hall,I took in my car to get a oil change and have them fix my air condition but they said it was fix but the next day it was hot outside and my ac didn't work I was pissed I never wrote a review before but this time I was mad I had a black 2017 …,1.0,2 years ago
Greatful One,,5.0,2 years ago
Brittany Austin,,5.0,2 years ago
Debra Pierce,"Great service from Rick our internet salesmen, and Juanito our finance person...Could not ask for better, both went above and beyond to get me the color CRV i wanted and the financing I needed!!!",5.0,2 years ago
Carlos Ceja,Thanks for everything.,5.0,2 years ago
Awais Warraich,,5.0,2 years ago
Michelle Leonard,"Wow. I never had such service. I was going on a road trip and my oil indicator came on so I went to the dealership at 4:30 and asked if they could fit me in. My indicators also said I needed my transmission fluid replaced, and when they …",5.0,2 years ago
Bob Gnarled,,4.0,2 years ago
Kana Azhari,Best Experience EVER!!!,5.0,2 years ago
Christina Fletcher,,5.0,2 years ago
Ben K,,5.0,2 years ago
Marcelino Casillas,Great work. Very pleased with the courtesy and wise advice. Richard Johnson is a friendly and excellent service advisor. We hope to see him again in our next visit. Thank you very much Rich and to the rest of your team,5.0,2 years ago
Ranran Bernardo,,5.0,2 years ago
Sid Sasha,,4.0,2 years ago
Khylle Villamor,I had a great experience! The workers so nice! I wanted for about an hour and a half to get some new keys but they also gave my car a quick wash! It made my experience amazing !,5.0,2 years ago
Myra Smith,"It went well, the car was ready as promised. Rick was very nice, he had my car washed before way before I got there to pick it up.",5.0,2 years ago
Kamaljeet Dhadwal,,5.0,2 years ago
Arul Prakash,,5.0,2 years ago
charles uoo,"I had a great experience from the moment  I Stepped onto the Car lot , The car salesman , salesmanager to the finance person , they treated my wife and I very well when purchased our Honda hybrid accord and got a great deal on it Thanks again Charles and Juny",5.0,2 years ago
